CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
aa5e2019,2650,31.8,137,5760,118,30.2,1240,2.2,5232,1.119,Near Saturation,123100,Weak,0.103,0.61,50,0.439,30,200,36.1,39.3,70.98,384.62,1161058,471.81,NA,0.59,0.286,NA,0.43,NA,NA,0,NA,55.4,NA,26400,100,51600,100,45,56,10241.280797916697
7fc25c97,7200,12.5,162,3990,172,17.7,10,55.1,33,1.025,Very Highly Undersaturated,6500,Very Strong,0.296,0.8,1970,0.188,NA,490,17.7,32.9,86.59,395.32,446,203.67,5,NA,0.2725,0.7733,NA,NA,1.933,NA,35,11.3,36000,274000,NA,106800,NA,5,1,NA
1d10d4e8,3240,20.3,105,1530,NA,40.8,280,1,1405,1.1323,Undersaturated,85000,Medium,0.121,0.82,140,0.335,80,190,15.7,15.8,29.77,0,35842,0,1204,0.36,NA,0.769,0.17,NA,NA,NA,1,47.3,14600,0,0,0,0,20,0,NA
f73e05d2,1810,12.1,235,NA,103,44.6,2010,0.9,NA,NA,Undersaturated,106400,Weak,0.118,0.69,20,0.318,20,240,56,62.2,135.96,267.7,847038,509.56,6230,NA,0.2462,0.827,NA,NA,NA,NA,NA,31.5,19000,58400,100,61000,100,124,160,3661.4807114456667
75310737,4230,15.1,130,1930,185,41,420,NA,1588,1.1541,Undersaturated,69600,Medium,0.128,0.71,210,0.301,110,160,19.6,NA,31.13,0.29,32431,0,1042,0.38,0.2493,0.78,0.23,NA,NA,NA,NA,16,12000,100,NA,0,NA,12,0,NA
d0e74f44,2610,13.9,128,1470,139,19.1,150,10.7,1321,1.07,Undersaturated,110600,Medium,0.113,0.83,200,0.422,90,130,16.7,17.2,21.81,1.45,12391,0,568,NA,NA,0.62,0.2251,NA,NA,2,2,18.2,12000,600,0,0,NA,13,0,NA
13498cc4,6180,22.9,201,2920,180,30.1,80,3.3,380,1.04,Highly Undersaturated,31000,Strong,0.243,0.77,730,0.238,560,1000,25.1,32.2,251.02,79.91,14672,0,58,0.42,NA,0.984,0.25,NA,NA,10,14,12.8,122000,26700,0,0,NA,7,NA,60457.12231471054
20a72773,5900,14.8,34,4510,124,45,680,0.8,1960,1.208,Undersaturated,55200,Weak,0.251,0.64,50,0.216,50,100,49.5,56.7,51.39,143.81,26060,206.68,507,NA,0.27,NA,0.327,NA,2.64,0,0,48.9,9000,11800,0,14300,NA,45,34,10563.395178888459
dbb203d9,5980,18,344,3050,186,29,50,3.1,194,1.033,Highly Undersaturated,18100,Strong,0.258,0.69,710,0.204,550,1020,30.5,32.9,311.23,231.99,11787,0,38,0.44,0.25,0.703,NA,NA,NA,11,NA,25.7,85000,57300,NA,0,0,8,0,60376.26870802778
cdf4128e,2880,29.3,314,1870,124,22.3,50,22.5,NA,1.025,Highly Undersaturated,61700,Weak,0.188,0.7,240,0.325,160,1070,11.1,NA,119.18,1.63,4008,0,34,0.35,0.303,NA,0.411,NA,2.68,4,8,33.4,107000,300,0,0,NA,29,0,15624.129989262317
8b8d7884,11070,33.8,351,5340,237,32,320,1.1,1708,1.13,Undersaturated,22700,Very Strong,0.262,0.73,890,NA,810,2230,41.6,46.7,927.19,1210.79,223472,0,241,0.52,0.211,0.838,0.414,3.652,NA,20,NA,31.7,NA,184800,100,NA,0,6,0,75280.68160652183
29827e48,8590,9.6,147,4170,230,17,230,7.7,2198,1.1,Near Saturation,74900,Medium,0.159,0.46,430,NA,270,110,7.5,30.1,7.87,1.09,1364,3.7,173,NA,0.2675,0.8924,0.5102,NA,NA,2,NA,5.1,10000,5100,0,7400,NA,5,1,82677.46686514118
d439e291,9400,22.8,189,4700,216,39.3,200,0.9,765,1.08,Highly Undersaturated,14600,NA,0.274,0.66,510,0.177,410,840,9,39.2,75.27,0.38,11495,0,153,0.25,NA,0.8,0.5188,NA,NA,7,NA,6.3,86000,1700,0,0,0,7,0,NA
4dfe4e44,10680,22,248,4910,242,34.6,270,0.9,1288,1.1123,Undersaturated,19800,Very Strong,0.268,0.47,1070,0.196,1000,860,57.4,NA,491.5,580.8,101060,0,NA,0.65,0.2,0.9,0.145,NA,NA,10,NA,33.7,106000,87400,0,0,0,6,0,69451.59273308236
d4e9e6b0,1030,31.7,196,770,104,33.7,150,3.1,686,1.06,Highly Undersaturated,121700,Weak,0.108,0.85,30,0.436,NA,420,0.2,0.2,0.88,0,129,2.89,147,0.2,NA,0.862,0.454,NA,NA,0,0,50.4,26200,0,0,192700,125200,232,335,2052.7966170096297
5fc258be,6330,20.2,202,3740,157,28.8,780,1.3,3409,1.2667,Near Saturation,106200,Weak,0.176,0.68,120,0.384,90,430,25.3,44.2,107.56,27.96,63024,161.07,586,0.54,NA,0.872,0.41,NA,NA,1,2,12.8,41200,28500,0,67000,0,18,10,27085.27247677557
2cf8ce75,6070,13.6,155,3130,165,30.4,330,1.5,1465,1.11,Undersaturated,70400,NA,0.196,0.51,190,0.304,150,180,22.5,22.1,39.65,2.57,16611,0,NA,0.4,NA,NA,NA,NA,NA,NA,2,25.5,13000,400,0,0,NA,7,0,NA
46de4950,10270,24.8,125,4870,202,42.9,280,0.6,1085,1.11,Undersaturated,10900,Very Strong,0.268,0.51,760,0.169,NA,480,35.3,NA,170.85,23.96,36191,0,212,0.46,NA,NA,0.4117,NA,NA,2,5,15.5,36000,20300,0,0,NA,12,0,NA
e7d6acf6,7280,30.6,226,3590,192,27.3,150,2.7,855,1.066,Undersaturated,39000,Strong,0.189,0.72,440,0.255,330,770,28,28.4,215.39,80.93,24441,0,113,0.4,NA,0.88,0.497,NA,NA,NA,NA,53.2,91000,15300,NA,0,NA,11,0,39325.84370302238
f6ef53b3,11190,9,158,5710,238,24,90,5.1,674,1.0567,NA,11100,Strong,0.284,0.73,960,0.186,840,340,46.4,50.1,158.23,624.38,10682,0,68,NA,0.245,NA,0.23,NA,2.902,8,NA,41.4,26000,123200,0,0,0,5,NA,98406.38091899687
91476bf1,11040,27,129,5470,235,21.5,120,4.6,975,1.067,Undersaturated,20200,NA,0.28,0.72,1090,0.212,1010,930,31.3,37.5,289.55,536.82,27139,0,94,0.45,0.23,0.882,0.449,NA,NA,NA,NA,23.5,70000,NA,0,NA,NA,6,0,77199.58257947
80af7545,3810,21.2,237,1770,174,NA,130,2.5,589,1.05,Highly Undersaturated,56500,Strong,0.168,0.83,400,0.294,270,600,22,22.7,132.99,10.07,12827,0,96,0.4,0.25,0.78,0.3554,NA,NA,6,NA,36,46000,1000,0,0,0,10,0,51361.3519303815
c3acaf72,4480,16.2,201,2240,156,28.9,120,3.9,620,1.048,Undersaturated,59000,Medium,0.191,0.84,360,0.301,240,540,21.6,22.6,117.05,16.14,10456,0,89,0.4,0.261,0.74,0.287,NA,NA,NA,NA,43.5,57000,2400,NA,0,0,13,0,NA
498449e9,3230,21.6,338,1690,132,32.2,230,2.2,970,NA,Undersaturated,83700,Medium,0.171,0.48,170,0.34,NA,510,14.4,15.1,73.11,0.14,43951,0,601,0.37,0.26,0.881,0.41,NA,2.614,2,NA,28.2,39000,0,0,0,0,20,0,21659.57840189425
bef63906,9830,15.7,297,4820,231,28.9,100,2.3,522,1.0546,Highly Undersaturated,14600,Very Strong,0.277,0.81,960,0.192,NA,1180,48.3,52.5,569.61,865.82,41207,0,72,0.58,0.229,NA,0.2865,NA,NA,NA,NA,24.6,100000,235300,0,NA,NA,NA,0,95252.85603204626
7bba51ef,3940,21.9,235,1980,164,32.6,300,1.6,1273,1.104,Undersaturated,76300,Medium,0.135,0.58,180,0.326,110,380,12.7,15.5,48.12,0.22,13504,0,281,NA,0.26,0.79,0.2551,NA,2.016,2,3,10,31000,100,0,0,NA,16,0,27258.126283413367
596ce0cd,3110,22.1,170,1440,148,15,30,140.9,263,1.03,Highly Undersaturated,74600,Very Strong,0.181,0.67,950,0.385,490,460,24,NA,110.91,1040.88,2231,1148.94,20,0.53,0.289,NA,NA,NA,NA,NA,10,35.2,33000,100400,0,104400,0,13,NA,NA
a4d77c14,4300,23,365,2190,164,27.7,290,2.7,1467,1.0993,Undersaturated,87000,Medium,0.137,0.57,180,0.358,110,540,14.8,NA,79.9,1.64,65040,0,814,0.4,NA,NA,0.552,NA,2.33,NA,NA,36.2,47000,600,0,0,0,22,0,22073.330853972584
7b6bb01e,10980,41.2,168,5070,246,25.2,170,2.3,1127,1.083,Undersaturated,19600,Very Strong,0.269,0.4,1870,0.209,1610,920,33.9,35.8,312.78,748.6,40359,0,129,NA,0.208,NA,0.3596,NA,NA,NA,15,45.2,112000,NA,0,0,NA,8,0,52297.85727771596
edf416a7,6720,21.3,244,2830,215,33.7,150,1.4,636,1.06,Highly Undersaturated,34000,Very Strong,0.24,0.76,670,0.234,520,1080,17.4,37.2,187.77,13.18,20589,0,110,0.36,0.22,0.904,0.411,NA,2.057,NA,NA,8.9,91000,NA,0,0,NA,9,0,48070.50442005275
2038df4d,8250,26.3,161,3800,222,28.1,70,2.3,351,1.049,Highly Undersaturated,13800,Very Strong,0.237,0.62,1170,0.195,870,720,42.3,NA,304.64,472.63,17072,0,56,0.52,NA,NA,0.39,NA,NA,9,14,36.5,69000,84600,0,0,0,7,0,61261.09039715209
7fb6f2ce,2250,26.7,462,3090,141,37.8,650,1.2,2812,1.1169,Undersaturated,112700,Weak,0.103,0.67,120,0.403,50,600,46.2,NA,277.4,716.94,1792267,1026.91,6461,0.63,NA,0.71,0.27,NA,NA,3,NA,48.3,50000,70500,100,185900,NA,27,26,16717.281752591953
f9c1fd53,5500,16.4,177,3080,163,27.4,180,3.6,893,1.062,Undersaturated,63700,Medium,0.198,0.61,200,0.302,150,400,13.9,14.9,55.49,11,7110,0,128,0.34,0.268,NA,0.56,NA,NA,NA,3,53.2,41000,3000,0,0,0,17,0,25415.9969652188
43e8ea77,7310,19.5,137,3820,180,46.9,1200,0.3,NA,1.458,Undersaturated,NA,Weak,0.188,0.57,190,0.235,160,240,52,59.4,126.06,106.97,808418,257.66,6413,0.56,NA,0.91,0.3,NA,NA,1,1,49.8,15900,16800,0,24900,NA,11,8,45787.96412608089
a10a8954,4330,18.2,159,3750,148,18.3,330,NA,3413,1.0974,Full Saturated,119200,Weak,0.111,0.74,170,0.437,90,210,27.8,32.4,58.19,118.6,267544,171.98,4598,0.55,0.2993,0.68,0.243,NA,3.213,2,NA,32.1,23000,73000,NA,41400,NA,11,9,44587.42848553864
85d7cfad,2800,12.8,357,1530,156,24.4,160,7.9,1388,1.067,Undersaturated,113100,Strong,0.133,0.5,340,0.427,NA,210,10.7,30.7,22.29,2.88,3565,0,160,0.49,0.2467,0.8112,0.1692,NA,1.52,NA,NA,7.8,16000,6400,0,0,NA,11,0,38615.59963569902
573657e4,2080,16.6,72,1210,121,14.4,30,826.4,327,1.02,Undersaturated,105800,Medium,0.142,0.55,480,0.434,NA,70,9.6,9.5,6.55,164,136,178.16,21,NA,NA,0.942,NA,NA,NA,1,NA,58.1,5800,19000,0,28200,NA,13,5,NA
0d6785f2,7450,19,324,6880,219,42.8,2060,0.3,6279,1.46,Near Saturation,87700,Medium,0.125,0.7,170,0.299,120,470,46.9,54.7,222.2,431.12,2584655,749,11632,0.53,0.2198,0.753,NA,NA,NA,4,NA,29.5,48000,84400,300,84500,NA,9,9,NA
edf61c72,2550,22.7,194,1730,120,27.1,40,13.9,168,1.023,Highly Undersaturated,60000,Weak,0.218,0.6,230,0.313,160,470,28.7,30.1,135.7,1194.72,4527,1335.48,NA,0.51,0.295,NA,0.38,NA,NA,NA,NA,55.8,55000,67900,0,91100,NA,24,NA,19795.92763482724
e98e110a,3890,22.7,119,2850,117,35.7,500,1.4,1810,1.1516,Undersaturated,96500,None,0.184,0.69,80,0.346,60,310,34.5,40.4,105.37,367.87,39763,491.34,NA,0.57,NA,0.9317,0.4079,NA,NA,NA,NA,47.6,23000,28600,0,NA,NA,33,23,14490.45449412449
8959c75a,5420,NA,245,5850,158,39.8,1630,0.4,5321,1.416,Near Saturation,108600,NA,0.129,0.56,50,0.362,40,240,48.2,53.5,114.62,123.95,1746089,296.13,15233,NA,0.2575,0.95,0.2719,NA,NA,NA,NA,45.3,22000,17200,100,NA,400,29,31,16502.414501272542
1dc33fcc,9240,16.9,181,5270,185,32.7,50,2.4,157,1.03,Highly Undersaturated,5600,Medium,0.291,0.63,480,0.163,410,590,17.9,29.2,105.57,7.45,3968,0,38,NA,0.26,0.85,0.21,NA,NA,4,NA,9.5,43000,8000,0,0,NA,8,0,53800.36817888467
e3080123,10640,11,238,5620,203,25.5,NA,1.2,2982,1.212,Near Saturation,55400,Medium,0.241,0.52,160,0.262,140,320,39.7,54.8,126.48,65.58,56222,197.32,445,0.55,0.2513,0.9455,0.246,NA,NA,NA,2,20.1,23000,24700,0,33700,NA,8,4,52157.80224560585
fe6df865,1540,10.5,106,1200,NA,21.7,90,23.9,530,1.03,NA,107700,Weak,0.143,0.72,160,0.414,90,100,24.3,27.7,23.36,270.48,1597,295.65,68,0.56,NA,0.91,0.28,NA,NA,NA,NA,38.7,NA,23600,NA,41900,0,17,NA,28322.86557368352
3fc665ca,6400,40.3,91,2440,212,34.8,80,1.3,329,1.05,Highly Undersaturated,NA,Very Strong,0.22,0.74,1380,0.2,1090,680,39.6,46.9,267.45,55.75,16674,0,62,0.51,NA,0.984,0.14,NA,NA,NA,NA,25.4,57000,10800,NA,0,0,13,0,NA
84488003,3570,20.7,110,2610,115,41.3,630,0.9,1936,1.2,Undersaturated,88000,Weak,0.171,0.53,70,0.312,60,190,26.9,48.7,51.5,14.95,24415,78.06,474,0.5,NA,0.994,0.3474,NA,NA,NA,0,12.9,18000,NA,0,43000,0,42,36,10975.881366830436
97383273,10690,10.7,278,5720,205,34,330,1.2,1508,1.1186,Undersaturated,NA,Weak,0.264,0.75,190,0.192,150,740,46,NA,340.73,1489.9,83180,1831.22,244,0.56,0.2545,0.9202,0.1616,NA,NA,3,4,57.6,76000,89900,0,93800,0,10,6,51281.17371711298
32993b5c,2190,33.5,168,2540,98,31,440,2.5,2304,1.14,Undersaturated,120600,Weak,0.131,0.36,30,0.428,20,180,36.1,40.1,65.79,161.62,28721,241.78,437,0.64,0.3092,NA,0.279,NA,1.98,0,NA,28,13000,30300,0,43900,0,123,86,NA
63751cb5,4600,8.8,167,2740,145,14.9,30,269.5,275,1.025,Highly Undersaturated,65400,Medium,0.22,0.75,530,0.36,310,190,17.2,17.7,33.3,644.4,690,632.28,21,NA,NA,0.94,0.475,NA,2.337,NA,7,53,18000,45300,0,39500,0,7,2,NA
68551ba1,1360,19.5,136,3010,111,37.6,550,3.3,2750,1.0714,Near Saturation,123200,Weak,0.102,0.53,50,0.442,20,130,1.9,1.8,2.41,0,1414,0.87,587,0.1,0.31,0.8101,0.339,NA,NA,0,NA,48.2,11000,0,0,58000,96500,70,115,6956.997693858991
b3a96790,1620,20.9,71,3280,113,17.1,280,66.8,2998,1.0415,Full Saturated,124200,Weak,0.101,0.62,80,0.448,30,70,23.3,28.3,16.85,108.54,4786,127.32,284,0.58,0.33,0.96,0.21,NA,1.75,0,NA,16.2,7000,27000,0,36900,NA,51,27,9535.707123822067
13d7912a,4030,32.8,149,2820,128,17.8,80,73.6,595,1.0309,Undersaturated,86600,Weak,0.209,0.61,150,0.375,100,510,16.7,22.5,85.9,368.42,4884,455.48,57,NA,NA,0.852,0.2336,NA,NA,1,1,18.6,39000,76200,0,97200,0,29,26,15280.520697089578
7e110023,1190,34,216,920,105,36.1,170,2.7,854,1.07,Highly Undersaturated,115300,Medium,0.106,0.78,160,0.422,70,460,34.3,NA,156.59,990.22,26259,1166.87,168,NA,0.287,0.89,0.38,NA,NA,NA,NA,29.8,52000,119600,0,189300,0,44,29,11062.868759196002
9bb43051,3390,17.6,123,1780,149,24.1,170,NA,1082,1.063,Undersaturated,88900,NA,0.125,0.76,210,0.376,100,160,16.4,15.8,26.5,1.38,10510,0,397,0.43,NA,0.93,0.29,NA,2.286,NA,NA,35.4,11900,400,0,0,NA,13,0,38549.332260618954
3e619727,2500,9.5,194,1680,133,24.5,60,19.1,269,1.0254,Highly Undersaturated,73100,Weak,0.198,0.83,220,0.344,140,270,25.1,29.1,66.61,679.45,2748,747.14,41,0.51,0.2995,0.769,0.39,NA,NA,3,NA,54.4,27900,38300,0,45900,NA,10,5,48463.74412710022
6c59b880,11190,21,171,6800,228,46.5,2060,0.2,6185,1.94,Near Saturation,20100,Medium,0.236,0.38,180,0.164,170,350,47,57.7,163.26,1.44,3451220,0,21139,NA,NA,0.86,0.31,NA,NA,1,1,38.2,40000,200,NA,0,500,9,2,52201.46192733664
fbc6a9a9,1480,39.1,173,2040,113,28.5,NA,6,1841,1.064,Undersaturated,121800,Weak,0.106,0.66,80,0.439,30,380,20.4,25.9,78.12,136.94,23092,228.12,296,0.56,0.3086,NA,0.44,NA,NA,0,1,12.5,38000,89700,NA,142900,0,123,64,3987.8464553682643
4375189c,10240,23.4,140,4770,241,27.7,590,0.8,2923,1.2244,Near Saturation,53400,Strong,0.206,0.54,450,0.27,370,340,35.1,38.1,120.68,77.69,53280,0,441,0.5,NA,0.953,0.56,NA,NA,NA,NA,20.6,28000,20700,0,0,0,7,0,NA
db61e8fd,2740,34,91,1480,124,22.5,70,27,NA,1.03,Undersaturated,87200,Medium,0.172,0.71,290,0.382,190,270,9.9,12.8,26.21,1.87,1392,0,53,0.42,NA,NA,0.23,3.613,NA,NA,NA,21.5,20000,400,0,0,0,18,0,NA
b53f62a0,6730,18.7,155,3350,176,42.1,800,NA,3063,1.3974,Undersaturated,58400,Weak,0.18,0.87,150,0.231,NA,490,48.4,59.9,235.88,78.18,1624116,367.99,6885,0.55,NA,0.905,0.146,NA,NA,1,NA,45.7,38000,18900,NA,60800,16100,20,15,21814.74205937324
b4ec3e14,11480,10.6,323,5690,245,26.1,330,1.7,2075,1.132,Near Saturation,26600,NA,0.274,0.53,840,0.215,660,600,41.6,NA,247.72,807.29,61252,0,247,NA,0.22,0.8664,0.491,NA,2.51,NA,NA,27.8,66000,130600,0,0,0,5,0,92046.52041888912
934235de,3040,35.4,58,1870,130,38.2,550,0.8,1678,1.18,Undersaturated,NA,Weak,0.158,0.59,130,0.296,100,180,49.7,56.5,88.65,276.38,36591,383.28,413,0.65,NA,NA,0.125,NA,1.76,NA,NA,52.3,17400,20100,0,26400,0,36,23,13523.05056660116
9ab68d14,11660,26,196,5850,241,24.2,100,3.6,691,1.06,Undersaturated,NA,Very Strong,0.298,0.62,1270,0.174,1350,1000,52.3,52.2,522.3,1295.26,39632,0,76,NA,0.2143,0.8791,0.244,NA,NA,15,NA,39.6,111000,230200,0,0,0,6,0,76131.66346621583
5dc50c44,1200,7.4,313,860,107,40.4,NA,1.7,527,1.05,Highly Undersaturated,95000,Medium,0.155,0.64,200,0.354,NA,180,39.3,NA,68.96,224.43,9455,303.43,137,0.61,0.258,NA,NA,NA,NA,3,5,24,18000,40800,0,66400,0,12,6,40372.35622026783
e5021328,5690,9.6,360,3640,152,29.8,120,4.5,525,1.04,Highly Undersaturated,48900,Weak,0.247,0.69,170,0.262,140,560,25.5,43.1,142.86,108.38,12658,235.81,89,0.45,NA,0.7262,0.34,3.095,1.843,NA,NA,15.7,45000,NA,NA,59500,0,9,5,51343.47657735343
cb8941d9,6660,20.3,267,3480,183,18.4,220,11.9,1798,1.08,Near Saturation,92600,Medium,0.192,0.73,230,0.382,160,730,19.1,18.5,139.69,31.96,40619,0,291,0.45,0.27,0.82,NA,NA,2.324,NA,NA,38,71000,4800,0,0,NA,9,0,51690.643606334925
cef3f1e4,1750,41.3,299,1590,103,39.5,390,1.6,1273,1.1136,Undersaturated,103700,None,0.127,0.58,50,0.369,30,740,1.5,1.5,10.93,0,1573503,2.9,143974,NA,0.314,0.89,0.55,NA,NA,1,NA,21.5,NA,0,NA,309700,NA,128,104,NA
3e15397e,8240,19.6,71,3400,215,37.3,280,0.6,1037,1.1105,Highly Undersaturated,19200,Strong,0.223,0.67,730,0.189,630,240,57.7,58.6,140.23,122.38,28940,0,206,NA,NA,NA,0.199,NA,NA,3,NA,59.9,24000,13400,0,NA,0,NA,0,66495.65930694476
729d0201,2740,15.4,103,1730,114,13,10,3900.5,16,1.0184,Very Highly Undersaturated,NA,Strong,0.222,0.79,890,0.442,390,200,9.6,10.6,19.59,450.66,90,441.07,5,0.5,NA,NA,0.481,NA,2.74,6,10,48.2,17000,51700,0,49200,0,6,2,85934.17396428413
2f898993,7950,21.2,175,5200,143,18.4,100,96.2,902,1.0381,Near Saturation,71300,Weak,0.266,0.66,120,0.332,90,530,18.9,23.5,100.83,835.22,7386,933.38,73,0.46,0.313,NA,0.345,NA,NA,NA,NA,44.2,50100,59400,0,68000,0,21,12,19685.456771281315
bfce33d5,11660,11,155,5790,257,13.1,10,21.7,169,1.041,Highly Undersaturated,NA,Very Strong,0.295,0.82,7090,0.234,5860,410,21.4,NA,88.84,1323.37,966,715.49,11,0.4,NA,0.621,0.5166,NA,NA,83,105,13.2,44000,534800,0,252500,NA,4,NA,119308.38449677394
af1e27b2,9690,16.5,234,4820,199,18.8,40,13.3,NA,1.0395,Highly Undersaturated,17400,Very Strong,0.29,0.49,1490,0.217,1260,550,36,38.6,198.22,1121.82,5923,0,30,NA,0.243,0.9896,0.23,NA,NA,17,NA,35.6,54000,196300,0,0,0,4,0,NA
0825888c,5200,10.2,156,2840,151,36.6,490,0.9,1743,1.165,Undersaturated,71400,Weak,0.179,0.41,110,0.289,90,130,31.3,NA,41.12,5.99,15264,53.52,371,0.51,0.2494,0.939,0.24,NA,NA,NA,1,11.4,13000,8900,0,22500,0,14,9,33959.1938059777
ae262d61,3010,21.8,329,1330,145,14.5,80,103.7,932,1.04,Near Saturation,109400,Strong,0.134,0.45,530,0.433,240,360,17.8,25.9,63.7,173.41,3767,229.06,59,NA,0.29,0.929,0.36,NA,NA,5,NA,18.8,36300,38900,0,NA,NA,9,3,50894.71076785703
ad23c4de,10600,16.4,272,5530,228,16.5,90,13.4,933,1.05,Undersaturated,30100,Medium,0.275,0.58,610,0.245,540,720,38.7,47.2,278.62,1666.04,19387,1645.37,70,NA,0.2618,NA,0.172,NA,NA,NA,13,45.2,57000,151600,0,122500,0,6,2,85282.63364242448
15de6c24,10220,13.2,152,5410,196,12.4,NA,98.1,149,1.03,Highly Undersaturated,42500,Strong,0.289,0.58,1590,0.339,1180,330,18.6,22.5,61.12,468.76,647,154.46,11,0.46,NA,0.8,NA,NA,NA,12,NA,11.7,40000,194700,0,64100,0,4,1,NA
68be4dc6,1140,36.4,343,840,106,36.4,120,2.6,361,1.04,Highly Undersaturated,99000,Weak,0.133,0.46,100,0.379,70,580,38.1,45,220.12,979.42,20305,1218.65,92,0.62,0.28,0.919,0.56,NA,NA,1,NA,27.3,58000,157500,NA,241600,NA,155,62,2940.0776954490557
33998ccc,8460,23.4,343,4700,192,33.2,400,1.5,1931,1.14,Undersaturated,58300,NA,0.206,0.46,150,NA,130,680,41.5,54.5,280.64,407.25,83808,711.02,299,0.57,NA,0.8861,0.405,2.28,1.92,NA,NA,27.7,71800,70900,0,86500,0,19,10,24193.02955956817
ca89f649,3820,18.3,146,2190,128,37.8,530,1.2,1895,1.17,NA,99800,Weak,0.183,0.64,150,0.362,120,260,49.3,57,125.81,388.97,49799,538.69,396,0.68,0.25,0.8826,0.362,NA,1.55,1,2,54.4,23400,28200,0,38500,NA,22,9,19157.943699660245
f9b5530a,8870,31.8,287,4000,217,19.7,300,4.5,2504,1.123,Near Saturation,NA,Very Strong,0.181,0.84,520,0.356,360,1390,16.5,19.6,230.07,9.2,829844,0,3607,NA,NA,0.96,NA,NA,NA,NA,NA,40.1,106000,5400,100,0,400,11,2,45464.855981702836
8b5e93a0,10920,23.5,198,5490,210,31.8,980,0.4,4983,1.501,NA,73300,Medium,0.196,0.56,110,0.288,90,430,33.9,39.7,147.38,67.03,1546058,227.62,10490,NA,NA,0.9187,0.41,NA,NA,1,NA,42.9,35000,12000,100,44100,4900,21,14,20421.059415930984
5bb85f13,7140,13,279,3960,179,35.7,1020,0.5,3613,1.38,Near Saturation,78200,Weak,0.126,0.55,170,0.306,90,270,18.7,41.4,50.8,0.75,145301,34.65,2860,0.36,0.2656,0.887,0.5112,NA,NA,NA,3,9.8,26000,900,100,32200,NA,8,7,53474.70248600148
6c2d16d9,3010,32.4,375,1550,167,21.5,150,6.9,1428,1.0735,Undersaturated,106500,Strong,0.112,0.7,450,0.418,170,690,25.3,28,174.16,111.64,71633,0,411,0.53,NA,0.95,0.311,NA,NA,9,14,47.2,79000,22500,0,NA,NA,NA,0,35389.030319035686
23a0c419,5440,8.4,271,3160,158,12.4,100,210.9,1310,1.042,Near Saturation,108800,Medium,0.172,0.68,240,0.429,140,200,19.4,20.5,38.61,552.59,2878,565.18,75,0.54,0.312,0.89,0.2,NA,NA,4,6,48.8,23000,34900,0,35300,0,6,2,73239.919349493
a9882282,9960,10.9,419,4490,227,20,390,3.1,3019,1.15,Full Saturated,78200,Very Strong,0.219,0.46,570,0.349,480,400,19.6,29.2,77.83,17.13,48084,0,618,0.42,0.2261,0.89,0.31,NA,1.74,8,16,8,43000,20900,0,NA,NA,5,1,NA
76e705ac,8720,30,207,4580,194,41.8,260,0.7,916,1.0956,Highly Undersaturated,14900,NA,0.268,0.58,270,0.172,NA,1320,18.9,20.1,249.89,10.27,54482,0,218,0.24,0.22,0.74,0.2881,NA,NA,2,3,59.1,161000,1900,0,0,0,23,NA,21826.092835612668
a0ad7bb9,10330,23.4,58,5050,232,26.7,NA,1.9,1275,1.0917,Undersaturated,31900,Very Strong,0.272,0.66,650,0.227,540,280,35.2,36.5,100.09,137.75,16593,0,166,NA,0.22,0.948,0.366,NA,2.55,2,NA,49.3,27000,20400,0,0,0,9,0,52936.6560035327
ba656219,3090,14.4,320,2640,111,25,200,13.4,1205,1.0563,Undersaturated,103500,Weak,0.152,0.61,100,0.394,NA,380,19.5,28.7,74.63,207.61,11197,287.37,NA,0.51,NA,NA,0.359,NA,1.484,2,NA,18.2,32000,53200,0,93500,0,18,13,23864.134985703276
b8603c36,2850,21.5,102,1860,112,22.5,130,19.8,860,1.0424,Undersaturated,99200,Weak,0.156,0.49,130,0.396,80,130,18.3,30.4,23.57,35.88,2287,61.67,97,0.51,0.303,NA,0.32,NA,NA,NA,1,12.2,14800,15400,0,24200,0,31,16,13574.716287409332
94ec3a3d,5530,37.6,372,4850,173,49.2,1350,0.3,4390,1.352,Undersaturated,58100,Weak,0.167,0.58,150,0.214,110,1330,15.7,57.8,208.86,0.03,591119,80.73,NA,0.24,0.207,0.85,0.226,NA,1.978,2,NA,9.1,110000,100,500,277600,40700,NA,42,9793.84120132044
b739d38a,7950,9.3,156,4090,185,26.9,120,3.5,670,1.055,Undersaturated,34400,Medium,0.244,0.62,510,0.241,350,180,36.8,39.5,67.31,125.31,6052,0,90,0.48,NA,NA,0.3315,NA,NA,4,5,48.8,NA,27600,0,0,0,5,NA,83615.55719462573
